participant_id,system_name,snippet_signature,developer_position,PE gen,PE spec (java),Cyclomatic complexity,IMSQ (min),MIDQ (min),AEDQ (min),EAP (min),IMSQ (avg),MIDQ (avg),AEDQ (avg),EAP (avg),IMSQ (max),MIDQ (max),AEDQ (max),EAP (max),Readability,ITID (avg),NMI (avg),NMI (max),CIC (avg),CIC (max),CICsyn (avg),CICsyn (max),CR,NM (avg),NM (max),TC (avg),TC (min),TC (max),#assignments (avg),#blank lines (avg),#commas (avg),#comments (avg),#comparisons (avg),Identifiers length (avg),#conditionals (avg),Indentation length (avg),#keywords (avg),Line length (avg),#loops (avg),#identifiers (avg),#numbers (avg),#operators (avg),#parenthesis (avg),#periods (avg),#spaces (avg),Identifiers length (max),Indentation length (max),#keywords (max),Line length (max),#identifiers (max),#numbers (max),#characters (max),#words (max),Entropy,Volume,LOC,#assignments (dft),#commas (dft),#comments (dft),#comparisons (dft),#conditionals (dft),Indentation length (dft),#keywords (dft),Line length (dft),#loops (dft),#identifiers (dft),#numbers (dft),#operators (dft),#parenthesis (dft),#periods (dft),#spaces (dft),Comments (Visual X),Comments (Visual Y),Identifiers (Visual X),Identifiers (Visual Y),Keywords (Visual X),Keywords (Visual Y),Numbers (Visual X),Numbers (Visual Y),Strings (Visual X),Strings (Visual Y),Literals (Visual X),Literals (Visual Y),Operators (Visual X),Operators (Visual Y),Comments (area),Identifiers (area),Keywords (area),Numbers (area),Strings (area),Literals (area),Operators (area),Identifiers/comments (area),Keywords/comments (area),Numbers/comments (area),Strings/comments (area),Literals/comments (area),Operators/comments (area),Keywords/identifiers (area),Numbers/identifiers (area),Strings/identifiers (area),Literals/identifiers (area),Operators/literals (area),Numbers/keywords (area),Strings/keywords (area),Literals/keywords (area),Operators/keywords (area),Strings/numbers (area),Literals/numbers (area),Operators/numbers (area),Literals/strings (area),Operators/strings (area),Operators/literals (area),#aligned blocks,Extent of aligned blocks,#nested blocks (avg),#parameters,#statements,PBU,TNPU,AU,TAU
12,car-report,"me.kuehle.carreport.gui.ReportFragment.showFullScreenChart(me.kuehle.carreport.data.report.AbstractReport,lecho.lib.hellocharts.view.ComboLineColumnChartView)",professional developer,10,2,3,0.916666666666667,0,0,0,0.958333333333333,0.333333333333333,3145.78260869565,0.053603820150403,1,1,10214,0.167139076361207,0.284983336925507,0.808259587020649,4.09907120743034,10,0.569321533923304,6,2.21608040201005,18,100,10.2418879056047,52,0.329240970745734,0.188982236504614,0.606091526731326,0.192982456140351,0.136363636363636,0.245614035087719,0.020408163265306,0.035087719298246,11.2042253521127,0.041666666666667,12.5,0.333333333333333,52.9583333333333,0,2.95833333333333,0.083333333333333,0.105263157894737,0.87719298245614,0.958333333333333,13.9375,29,32,2,86,6,1,746,28,4.57784615228208,2383.06990259563,66,57,57,66,57,57,57,57,66,1,57,57,57,53,57,57,83.6363636363636,65,84.8787878787879,64.8488372093023,84.9393939393939,64.8604651162791,0,0,0,0,0,0,84.9242424242424,64.7325581395349,0.16133289343451,0.526228967337512,0.021774991751897,0,0,0,0.069943912900033,3.26175869120654,0.134969325153374,0,0,0,0.433537832310838,0.041379310344828,0,0,0,0.132915360501567,0,0,0,3.21212121212121,NA,NA,NA,NA,NA,NA,118,130,2.33333333333333,2,29,1,136,1,0.719587628865979
13,car-report,me.kuehle.carreport.util.sync.provider.DropboxSyncProvider.downloadFile(),bachelor student,4,1,5,0.5,0,1,0,0.75,0,1980.16666666667,0.207777564655278,0.916666666666667,0,4512,0.511819486105507,0.308735877275467,0.871794871794872,4.77477477477477,9,0,0,2.07975460122699,10,0,6.97435897435897,37,0.436069396669558,0.113960576459638,0.87287156094397,0.15625,0.0625,0.1875,0.032258064516129,0.03125,7.73611111111111,0.1,11.7333333333333,0.666666666666667,39.3666666666667,0,2.4,0,0.0625,1.125,0.466666666666667,14.1,18,20,3,101,12,0,423,16,4.17107350924829,1109.204790113,32,32,32,32,32,32,32,32,28,1,28,1,32,29,31,1,0,0,100.9375,30.8333333333333,100.90625,30.9019607843137,0,0,101,30.8333333333333,0,0,100.84375,30.6274509803922,0,0.401354784081287,0.067739204064352,0,0.088907705334462,0,0.094834885690093,NA,NA,NA,NA,NA,NA,0.168776371308017,0,0.221518987341772,0,0.236286919831224,0,1.3125,0,1.4,NA,NA,NA,0,1.06666666666667,NA,22,26,3,0,16,1,369,0.666666666666667,0.159450171821306
15,car-report,me.kuehle.carreport.gui.dialog.EditFuelTypeDialogFragment.save(),master student,4,4,3,1,0,1843,0,1,0.276135833333333,1843,0,1,0.833333333333333,1843,0,0.292099744081497,0.744186046511628,4.05660377358491,9,0,0,1.07471264367816,10,0,9.12403100775194,37,0.396418914914089,0.125988157669742,0.74230748895809,0.117647058823529,0.117647058823529,0.029411764705882,0.032258064516129,0.029411764705882,9.61538461538461,0.066666666666667,11.0666666666667,0.666666666666667,40.7333333333333,0,2.16666666666667,0,0,1.17647058823529,0.7,12.5,31,16,2,88,6,0,375,8,4.25658639936799,1219.5445336321,34,33,34,34,34,34,1,34,33,1,33,1,1,34,34,1,0,0,87.9411764705882,32.8202247191011,87.9411764705882,32.7191011235955,0,0,0,0,0,0,87.8529411764706,32.7977528089888,0,0.511456628477905,0.078559738134206,0,0,0,0.103109656301146,NA,NA,NA,NA,NA,NA,0.1536,0,0,0,0.2016,0,0,0,1.3125,NA,NA,NA,NA,NA,NA,57,62,2.8,0,17,1,667,0.333333333333333,0
15,car-report,"me.kuehle.carreport.gui.MainActivity.handleFABClick(int,int)",master student,4,4,4,0.96875,0,11,7.53058774826301E-05,0.993055555555556,0.186447222222222,1634,0.049917155583996,1,1,4477,0.14454113406971,0.269684702157974,0.920289855072464,4.58267716535433,10,0,0,2.38172043010753,9,0,9.1304347826087,45,0.524781293615214,0.297044262893002,0.882352941176471,0.266666666666667,0.1,0.333333333333333,0.035714285714286,0.033333333333333,8.375,0.037037037037037,14.5185185185185,0.888888888888889,51,0.037037037037037,2.96296296296296,0.037037037037037,0.1,1.2,0.703703703703704,17.1851851851852,23,28,6,100,8,1,464,8,4.35410828391513,1518.98753851766,30,30,29,30,30,30,30,28,29,30,30,30,30,30,30,30,0,0,99.9666666666667,28.8217821782178,100,28.8217821782178,0,0,100,29,0,0,99.8,28.7425742574257,0,0.477124183006536,0.068990559186638,0,0.013071895424837,0,0.105301379811184,NA,NA,NA,NA,NA,NA,0.144596651445967,0,0.027397260273973,0,0.220700152207002,0,0.189473684210526,0,1.52631578947368,NA,NA,NA,0,8.05555555555556,NA,25,25,3,2,14,1,84,0.333333333333333,0.275601374570447
15,car-report,"me.kuehle.carreport.gui.ReportFragment.showFullScreenChart(me.kuehle.carreport.data.report.AbstractReport,lecho.lib.hellocharts.view.ComboLineColumnChartView)",master student,4,4,3,0.916666666666667,0,0,0,0.958333333333333,0.333333333333333,3145.78260869565,0.053603820150403,1,1,10214,0.167139076361207,0.284983336925507,0.808259587020649,4.09907120743034,10,0.569321533923304,6,2.21608040201005,18,100,10.2418879056047,52,0.329240970745734,0.188982236504614,0.606091526731326,0.192982456140351,0.136363636363636,0.245614035087719,0.020408163265306,0.035087719298246,11.2042253521127,0.041666666666667,12.5,0.333333333333333,52.9583333333333,0,2.95833333333333,0.083333333333333,0.105263157894737,0.87719298245614,0.958333333333333,13.9375,29,32,2,86,6,1,746,28,4.57784615228208,2383.06990259563,66,57,57,66,57,57,57,57,66,1,57,57,57,53,57,57,83.6363636363636,65,84.8787878787879,64.8488372093023,84.9393939393939,64.8604651162791,0,0,0,0,0,0,84.9242424242424,64.7325581395349,0.16133289343451,0.526228967337512,0.021774991751897,0,0,0,0.069943912900033,3.26175869120654,0.134969325153374,0,0,0,0.433537832310838,0.041379310344828,0,0,0,0.132915360501567,0,0,0,3.21212121212121,NA,NA,NA,NA,NA,NA,118,130,2.33333333333333,2,29,0,NA,0,0
15,car-report,me.kuehle.carreport.gui.dialog.SetupWebDavSyncDialogActivity.onCreate(android.os.Bundle),master student,4,4,2,0.75,0,16,0.001978490781135,0.75,0,5353.41379310345,0.086660716353248,0.75,0,11904,0.167139076361207,0.141092255711555,0.789090909090909,3.84615384615385,11,0,0,3.01506024096386,20,0,8.25454545454545,45,0.252004307100782,0.138675049056307,0.421997857554777,0.142857142857143,0.102040816326531,0.142857142857143,0.022222222222222,0,9.45454545454546,0,10.2727272727273,0.5,46.4090909090909,0,3,0,0,1.02040816326531,0.977272727272727,11.7272727272727,33,16,5,106,8,0,516,30,4.6216899009665,2117.7983547686,49,49,49,49,1,1,48,49,44,1,49,1,1,47,49,48,0,0,106,47.8785046728972,105.938775510204,47.7757009345794,0,0,0,0,0,0,105.857142857143,47.7383177570093,0,0.611165523996082,0.045053868756121,0,0,0,0.091087169441724,NA,NA,NA,NA,NA,NA,0.073717948717949,0,0,0,0.149038461538462,0,0,0,2.02173913043478,NA,NA,NA,NA,NA,NA,200,283,3,1,23,1,153,0.666666666666667,0.456357388316151
26,car-report,me.kuehle.carreport.gui.dialog.EditFuelTypeDialogFragment.save(),bachelor student,4,4,3,1,0,1843,0,1,0.276135833333333,1843,0,1,0.833333333333333,1843,0,0.292099744081497,0.744186046511628,4.05660377358491,9,0,0,1.07471264367816,10,0,9.12403100775194,37,0.396418914914089,0.125988157669742,0.74230748895809,0.117647058823529,0.117647058823529,0.029411764705882,0.032258064516129,0.029411764705882,9.61538461538461,0.066666666666667,11.0666666666667,0.666666666666667,40.7333333333333,0,2.16666666666667,0,0,1.17647058823529,0.7,12.5,31,16,2,88,6,0,375,8,4.25658639936799,1219.5445336321,34,33,34,34,34,34,1,34,33,1,33,1,1,34,34,1,0,0,87.9411764705882,32.8202247191011,87.9411764705882,32.7191011235955,0,0,0,0,0,0,87.8529411764706,32.7977528089888,0,0.511456628477905,0.078559738134206,0,0,0,0.103109656301146,NA,NA,NA,NA,NA,NA,0.1536,0,0,0,0.2016,0,0,0,1.3125,NA,NA,NA,NA,NA,NA,57,62,2.8,0,17,1,319,0.333333333333333,0.114089347079038
26,car-report,me.kuehle.carreport.gui.dialog.SetupWebDavSyncDialogActivity.onCreate(android.os.Bundle),bachelor student,4,4,2,0.75,0,16,0.001978490781135,0.75,0,5353.41379310345,0.086660716353248,0.75,0,11904,0.167139076361207,0.141092255711555,0.789090909090909,3.84615384615385,11,0,0,3.01506024096386,20,0,8.25454545454545,45,0.252004307100782,0.138675049056307,0.421997857554777,0.142857142857143,0.102040816326531,0.142857142857143,0.022222222222222,0,9.45454545454546,0,10.2727272727273,0.5,46.4090909090909,0,3,0,0,1.02040816326531,0.977272727272727,11.7272727272727,33,16,5,106,8,0,516,30,4.6216899009665,2117.7983547686,49,49,49,49,1,1,48,49,44,1,49,1,1,47,49,48,0,0,106,47.8785046728972,105.938775510204,47.7757009345794,0,0,0,0,0,0,105.857142857143,47.7383177570093,0,0.611165523996082,0.045053868756121,0,0,0,0.091087169441724,NA,NA,NA,NA,NA,NA,0.073717948717949,0,0,0,0.149038461538462,0,0,0,2.02173913043478,NA,NA,NA,NA,NA,NA,200,283,3,1,23,0,NA,0,0
26,car-report,"me.kuehle.carreport.gui.ReportFragment.showFullScreenChart(me.kuehle.carreport.data.report.AbstractReport,lecho.lib.hellocharts.view.ComboLineColumnChartView)",bachelor student,4,4,3,0.916666666666667,0,0,0,0.958333333333333,0.333333333333333,3145.78260869565,0.053603820150403,1,1,10214,0.167139076361207,0.284983336925507,0.808259587020649,4.09907120743034,10,0.569321533923304,6,2.21608040201005,18,100,10.2418879056047,52,0.329240970745734,0.188982236504614,0.606091526731326,0.192982456140351,0.136363636363636,0.245614035087719,0.020408163265306,0.035087719298246,11.2042253521127,0.041666666666667,12.5,0.333333333333333,52.9583333333333,0,2.95833333333333,0.083333333333333,0.105263157894737,0.87719298245614,0.958333333333333,13.9375,29,32,2,86,6,1,746,28,4.57784615228208,2383.06990259563,66,57,57,66,57,57,57,57,66,1,57,57,57,53,57,57,83.6363636363636,65,84.8787878787879,64.8488372093023,84.9393939393939,64.8604651162791,0,0,0,0,0,0,84.9242424242424,64.7325581395349,0.16133289343451,0.526228967337512,0.021774991751897,0,0,0,0.069943912900033,3.26175869120654,0.134969325153374,0,0,0,0.433537832310838,0.041379310344828,0,0,0,0.132915360501567,0,0,0,3.21212121212121,NA,NA,NA,NA,NA,NA,118,130,2.33333333333333,2,29,0,NA,0,0
26,car-report,"me.kuehle.carreport.gui.MainActivity.handleFABClick(int,int)",bachelor student,4,4,4,0.96875,0,11,7.53058774826301E-05,0.993055555555556,0.186447222222222,1634,0.049917155583996,1,1,4477,0.14454113406971,0.269684702157974,0.920289855072464,4.58267716535433,10,0,0,2.38172043010753,9,0,9.1304347826087,45,0.524781293615214,0.297044262893002,0.882352941176471,0.266666666666667,0.1,0.333333333333333,0.035714285714286,0.033333333333333,8.375,0.037037037037037,14.5185185185185,0.888888888888889,51,0.037037037037037,2.96296296296296,0.037037037037037,0.1,1.2,0.703703703703704,17.1851851851852,23,28,6,100,8,1,464,8,4.35410828391513,1518.98753851766,30,30,29,30,30,30,30,28,29,30,30,30,30,30,30,30,0,0,99.9666666666667,28.8217821782178,100,28.8217821782178,0,0,100,29,0,0,99.8,28.7425742574257,0,0.477124183006536,0.068990559186638,0,0.013071895424837,0,0.105301379811184,NA,NA,NA,NA,NA,NA,0.144596651445967,0,0.027397260273973,0,0.220700152207002,0,0.189473684210526,0,1.52631578947368,NA,NA,NA,0,8.05555555555556,NA,25,25,3,2,14,0,NA,0,0
27,car-report,"me.kuehle.carreport.gui.ReportFragment.showFullScreenChart(me.kuehle.carreport.data.report.AbstractReport,lecho.lib.hellocharts.view.ComboLineColumnChartView)",bachelor student,5,5,3,0.916666666666667,0,0,0,0.958333333333333,0.333333333333333,3145.78260869565,0.053603820150403,1,1,10214,0.167139076361207,0.284983336925507,0.808259587020649,4.09907120743034,10,0.569321533923304,6,2.21608040201005,18,100,10.2418879056047,52,0.329240970745734,0.188982236504614,0.606091526731326,0.192982456140351,0.136363636363636,0.245614035087719,0.020408163265306,0.035087719298246,11.2042253521127,0.041666666666667,12.5,0.333333333333333,52.9583333333333,0,2.95833333333333,0.083333333333333,0.105263157894737,0.87719298245614,0.958333333333333,13.9375,29,32,2,86,6,1,746,28,4.57784615228208,2383.06990259563,66,57,57,66,57,57,57,57,66,1,57,57,57,53,57,57,83.6363636363636,65,84.8787878787879,64.8488372093023,84.9393939393939,64.8604651162791,0,0,0,0,0,0,84.9242424242424,64.7325581395349,0.16133289343451,0.526228967337512,0.021774991751897,0,0,0,0.069943912900033,3.26175869120654,0.134969325153374,0,0,0,0.433537832310838,0.041379310344828,0,0,0,0.132915360501567,0,0,0,3.21212121212121,NA,NA,NA,NA,NA,NA,118,130,2.33333333333333,2,29,1,38,0,0
27,car-report,me.kuehle.carreport.gui.dialog.SetupWebDavSyncDialogActivity.onCreate(android.os.Bundle),bachelor student,5,5,2,0.75,0,16,0.001978490781135,0.75,0,5353.41379310345,0.086660716353248,0.75,0,11904,0.167139076361207,0.141092255711555,0.789090909090909,3.84615384615385,11,0,0,3.01506024096386,20,0,8.25454545454545,45,0.252004307100782,0.138675049056307,0.421997857554777,0.142857142857143,0.102040816326531,0.142857142857143,0.022222222222222,0,9.45454545454546,0,10.2727272727273,0.5,46.4090909090909,0,3,0,0,1.02040816326531,0.977272727272727,11.7272727272727,33,16,5,106,8,0,516,30,4.6216899009665,2117.7983547686,49,49,49,49,1,1,48,49,44,1,49,1,1,47,49,48,0,0,106,47.8785046728972,105.938775510204,47.7757009345794,0,0,0,0,0,0,105.857142857143,47.7383177570093,0,0.611165523996082,0.045053868756121,0,0,0,0.091087169441724,NA,NA,NA,NA,NA,NA,0.073717948717949,0,0,0,0.149038461538462,0,0,0,2.02173913043478,NA,NA,NA,NA,NA,NA,200,283,3,1,23,1,25,0.666666666666667,0.632302405498282
27,car-report,"me.kuehle.carreport.gui.MainActivity.handleFABClick(int,int)",bachelor student,5,5,4,0.96875,0,11,7.53058774826301E-05,0.993055555555556,0.186447222222222,1634,0.049917155583996,1,1,4477,0.14454113406971,0.269684702157974,0.920289855072464,4.58267716535433,10,0,0,2.38172043010753,9,0,9.1304347826087,45,0.524781293615214,0.297044262893002,0.882352941176471,0.266666666666667,0.1,0.333333333333333,0.035714285714286,0.033333333333333,8.375,0.037037037037037,14.5185185185185,0.888888888888889,51,0.037037037037037,2.96296296296296,0.037037037037037,0.1,1.2,0.703703703703704,17.1851851851852,23,28,6,100,8,1,464,8,4.35410828391513,1518.98753851766,30,30,29,30,30,30,30,28,29,30,30,30,30,30,30,30,0,0,99.9666666666667,28.8217821782178,100,28.8217821782178,0,0,100,29,0,0,99.8,28.7425742574257,0,0.477124183006536,0.068990559186638,0,0.013071895424837,0,0.105301379811184,NA,NA,NA,NA,NA,NA,0.144596651445967,0,0.027397260273973,0,0.220700152207002,0,0.189473684210526,0,1.52631578947368,NA,NA,NA,0,8.05555555555556,NA,25,25,3,2,14,1,50,0.333333333333333,0.298969072164948
31,car-report,me.kuehle.carreport.util.sync.provider.DropboxSyncProvider.downloadFile(),bachelor student,3,2,5,0.5,0,1,0,0.75,0,1980.16666666667,0.207777564655278,0.916666666666667,0,4512,0.511819486105507,0.308735877275467,0.871794871794872,4.77477477477477,9,0,0,2.07975460122699,10,0,6.97435897435897,37,0.436069396669558,0.113960576459638,0.87287156094397,0.15625,0.0625,0.1875,0.032258064516129,0.03125,7.73611111111111,0.1,11.7333333333333,0.666666666666667,39.3666666666667,0,2.4,0,0.0625,1.125,0.466666666666667,14.1,18,20,3,101,12,0,423,16,4.17107350924829,1109.204790113,32,32,32,32,32,32,32,32,28,1,28,1,32,29,31,1,0,0,100.9375,30.8333333333333,100.90625,30.9019607843137,0,0,101,30.8333333333333,0,0,100.84375,30.6274509803922,0,0.401354784081287,0.067739204064352,0,0.088907705334462,0,0.094834885690093,NA,NA,NA,NA,NA,NA,0.168776371308017,0,0.221518987341772,0,0.236286919831224,0,1.3125,0,1.4,NA,NA,NA,0,1.06666666666667,NA,22,26,3,0,16,1,66,0.333333333333333,0.287972508591065
31,car-report,me.kuehle.carreport.gui.dialog.EditFuelTypeDialogFragment.save(),bachelor student,3,2,3,1,0,1843,0,1,0.276135833333333,1843,0,1,0.833333333333333,1843,0,0.292099744081497,0.744186046511628,4.05660377358491,9,0,0,1.07471264367816,10,0,9.12403100775194,37,0.396418914914089,0.125988157669742,0.74230748895809,0.117647058823529,0.117647058823529,0.029411764705882,0.032258064516129,0.029411764705882,9.61538461538461,0.066666666666667,11.0666666666667,0.666666666666667,40.7333333333333,0,2.16666666666667,0,0,1.17647058823529,0.7,12.5,31,16,2,88,6,0,375,8,4.25658639936799,1219.5445336321,34,33,34,34,34,34,1,34,33,1,33,1,1,34,34,1,0,0,87.9411764705882,32.8202247191011,87.9411764705882,32.7191011235955,0,0,0,0,0,0,87.8529411764706,32.7977528089888,0,0.511456628477905,0.078559738134206,0,0,0,0.103109656301146,NA,NA,NA,NA,NA,NA,0.1536,0,0,0,0.2016,0,0,0,1.3125,NA,NA,NA,NA,NA,NA,57,62,2.8,0,17,1,192,0,0
40,car-report,me.kuehle.carreport.util.sync.provider.DropboxSyncProvider.downloadFile(),bachelor student,2,1,5,0.5,0,1,0,0.75,0,1980.16666666667,0.207777564655278,0.916666666666667,0,4512,0.511819486105507,0.308735877275467,0.871794871794872,4.77477477477477,9,0,0,2.07975460122699,10,0,6.97435897435897,37,0.436069396669558,0.113960576459638,0.87287156094397,0.15625,0.0625,0.1875,0.032258064516129,0.03125,7.73611111111111,0.1,11.7333333333333,0.666666666666667,39.3666666666667,0,2.4,0,0.0625,1.125,0.466666666666667,14.1,18,20,3,101,12,0,423,16,4.17107350924829,1109.204790113,32,32,32,32,32,32,32,32,28,1,28,1,32,29,31,1,0,0,100.9375,30.8333333333333,100.90625,30.9019607843137,0,0,101,30.8333333333333,0,0,100.84375,30.6274509803922,0,0.401354784081287,0.067739204064352,0,0.088907705334462,0,0.094834885690093,NA,NA,NA,NA,NA,NA,0.168776371308017,0,0.221518987341772,0,0.236286919831224,0,1.3125,0,1.4,NA,NA,NA,0,1.06666666666667,NA,22,26,3,0,16,0,NA,0,0
41,car-report,"me.kuehle.carreport.gui.ReportFragment.showFullScreenChart(me.kuehle.carreport.data.report.AbstractReport,lecho.lib.hellocharts.view.ComboLineColumnChartView)",bachelor student,2,1,3,0.916666666666667,0,0,0,0.958333333333333,0.333333333333333,3145.78260869565,0.053603820150403,1,1,10214,0.167139076361207,0.284983336925507,0.808259587020649,4.09907120743034,10,0.569321533923304,6,2.21608040201005,18,100,10.2418879056047,52,0.329240970745734,0.188982236504614,0.606091526731326,0.192982456140351,0.136363636363636,0.245614035087719,0.020408163265306,0.035087719298246,11.2042253521127,0.041666666666667,12.5,0.333333333333333,52.9583333333333,0,2.95833333333333,0.083333333333333,0.105263157894737,0.87719298245614,0.958333333333333,13.9375,29,32,2,86,6,1,746,28,4.57784615228208,2383.06990259563,66,57,57,66,57,57,57,57,66,1,57,57,57,53,57,57,83.6363636363636,65,84.8787878787879,64.8488372093023,84.9393939393939,64.8604651162791,0,0,0,0,0,0,84.9242424242424,64.7325581395349,0.16133289343451,0.526228967337512,0.021774991751897,0,0,0,0.069943912900033,3.26175869120654,0.134969325153374,0,0,0,0.433537832310838,0.041379310344828,0,0,0,0.132915360501567,0,0,0,3.21212121212121,NA,NA,NA,NA,NA,NA,118,130,2.33333333333333,2,29,0,NA,0,0
41,car-report,me.kuehle.carreport.util.sync.provider.DropboxSyncProvider.downloadFile(),bachelor student,2,1,5,0.5,0,1,0,0.75,0,1980.16666666667,0.207777564655278,0.916666666666667,0,4512,0.511819486105507,0.308735877275467,0.871794871794872,4.77477477477477,9,0,0,2.07975460122699,10,0,6.97435897435897,37,0.436069396669558,0.113960576459638,0.87287156094397,0.15625,0.0625,0.1875,0.032258064516129,0.03125,7.73611111111111,0.1,11.7333333333333,0.666666666666667,39.3666666666667,0,2.4,0,0.0625,1.125,0.466666666666667,14.1,18,20,3,101,12,0,423,16,4.17107350924829,1109.204790113,32,32,32,32,32,32,32,32,28,1,28,1,32,29,31,1,0,0,100.9375,30.8333333333333,100.90625,30.9019607843137,0,0,101,30.8333333333333,0,0,100.84375,30.6274509803922,0,0.401354784081287,0.067739204064352,0,0.088907705334462,0,0.094834885690093,NA,NA,NA,NA,NA,NA,0.168776371308017,0,0.221518987341772,0,0.236286919831224,0,1.3125,0,1.4,NA,NA,NA,0,1.06666666666667,NA,22,26,3,0,16,1,57,0.666666666666667,0.588316151202749
41,car-report,me.kuehle.carreport.gui.dialog.SetupWebDavSyncDialogActivity.onCreate(android.os.Bundle),bachelor student,2,1,2,0.75,0,16,0.001978490781135,0.75,0,5353.41379310345,0.086660716353248,0.75,0,11904,0.167139076361207,0.141092255711555,0.789090909090909,3.84615384615385,11,0,0,3.01506024096386,20,0,8.25454545454545,45,0.252004307100782,0.138675049056307,0.421997857554777,0.142857142857143,0.102040816326531,0.142857142857143,0.022222222222222,0,9.45454545454546,0,10.2727272727273,0.5,46.4090909090909,0,3,0,0,1.02040816326531,0.977272727272727,11.7272727272727,33,16,5,106,8,0,516,30,4.6216899009665,2117.7983547686,49,49,49,49,1,1,48,49,44,1,49,1,1,47,49,48,0,0,106,47.8785046728972,105.938775510204,47.7757009345794,0,0,0,0,0,0,105.857142857143,47.7383177570093,0,0.611165523996082,0.045053868756121,0,0,0,0.091087169441724,NA,NA,NA,NA,NA,NA,0.073717948717949,0,0,0,0.149038461538462,0,0,0,2.02173913043478,NA,NA,NA,NA,NA,NA,200,283,3,1,23,0,NA,0,0
41,car-report,"me.kuehle.carreport.gui.MainActivity.handleFABClick(int,int)",bachelor student,2,1,4,0.96875,0,11,7.53058774826301E-05,0.993055555555556,0.186447222222222,1634,0.049917155583996,1,1,4477,0.14454113406971,0.269684702157974,0.920289855072464,4.58267716535433,10,0,0,2.38172043010753,9,0,9.1304347826087,45,0.524781293615214,0.297044262893002,0.882352941176471,0.266666666666667,0.1,0.333333333333333,0.035714285714286,0.033333333333333,8.375,0.037037037037037,14.5185185185185,0.888888888888889,51,0.037037037037037,2.96296296296296,0.037037037037037,0.1,1.2,0.703703703703704,17.1851851851852,23,28,6,100,8,1,464,8,4.35410828391513,1518.98753851766,30,30,29,30,30,30,30,28,29,30,30,30,30,30,30,30,0,0,99.9666666666667,28.8217821782178,100,28.8217821782178,0,0,100,29,0,0,99.8,28.7425742574257,0,0.477124183006536,0.068990559186638,0,0.013071895424837,0,0.105301379811184,NA,NA,NA,NA,NA,NA,0.144596651445967,0,0.027397260273973,0,0.220700152207002,0,0.189473684210526,0,1.52631578947368,NA,NA,NA,0,8.05555555555556,NA,25,25,3,2,14,0,NA,0,0
48,car-report,"me.kuehle.carreport.gui.ReportFragment.showFullScreenChart(me.kuehle.carreport.data.report.AbstractReport,lecho.lib.hellocharts.view.ComboLineColumnChartView)",phd student,6,1,3,0.916666666666667,0,0,0,0.958333333333333,0.333333333333333,3145.78260869565,0.053603820150403,1,1,10214,0.167139076361207,0.284983336925507,0.808259587020649,4.09907120743034,10,0.569321533923304,6,2.21608040201005,18,100,10.2418879056047,52,0.329240970745734,0.188982236504614,0.606091526731326,0.192982456140351,0.136363636363636,0.245614035087719,0.020408163265306,0.035087719298246,11.2042253521127,0.041666666666667,12.5,0.333333333333333,52.9583333333333,0,2.95833333333333,0.083333333333333,0.105263157894737,0.87719298245614,0.958333333333333,13.9375,29,32,2,86,6,1,746,28,4.57784615228208,2383.06990259563,66,57,57,66,57,57,57,57,66,1,57,57,57,53,57,57,83.6363636363636,65,84.8787878787879,64.8488372093023,84.9393939393939,64.8604651162791,0,0,0,0,0,0,84.9242424242424,64.7325581395349,0.16133289343451,0.526228967337512,0.021774991751897,0,0,0,0.069943912900033,3.26175869120654,0.134969325153374,0,0,0,0.433537832310838,0.041379310344828,0,0,0,0.132915360501567,0,0,0,3.21212121212121,NA,NA,NA,NA,NA,NA,118,130,2.33333333333333,2,29,0,NA,0,0
48,car-report,"me.kuehle.carreport.gui.MainActivity.handleFABClick(int,int)",phd student,6,1,4,0.96875,0,11,7.53058774826301E-05,0.993055555555556,0.186447222222222,1634,0.049917155583996,1,1,4477,0.14454113406971,0.269684702157974,0.920289855072464,4.58267716535433,10,0,0,2.38172043010753,9,0,9.1304347826087,45,0.524781293615214,0.297044262893002,0.882352941176471,0.266666666666667,0.1,0.333333333333333,0.035714285714286,0.033333333333333,8.375,0.037037037037037,14.5185185185185,0.888888888888889,51,0.037037037037037,2.96296296296296,0.037037037037037,0.1,1.2,0.703703703703704,17.1851851851852,23,28,6,100,8,1,464,8,4.35410828391513,1518.98753851766,30,30,29,30,30,30,30,28,29,30,30,30,30,30,30,30,0,0,99.9666666666667,28.8217821782178,100,28.8217821782178,0,0,100,29,0,0,99.8,28.7425742574257,0,0.477124183006536,0.068990559186638,0,0.013071895424837,0,0.105301379811184,NA,NA,NA,NA,NA,NA,0.144596651445967,0,0.027397260273973,0,0.220700152207002,0,0.189473684210526,0,1.52631578947368,NA,NA,NA,0,8.05555555555556,NA,25,25,3,2,14,0,NA,0,0
